1343UNTA85	1	feoB	Chromosome
1343UNTA85	1	feoA	Chromosome
1343UNTA85	1	dam	Chromosome
1343UNTA85	1	nirC	Chromosome
1343UNTA85	0.9984177	crp/YPO0175	Chromosome
1343UNTA85	1	YPO0348	Chromosome
1343UNTA85	1	YPO0387	Chromosome
1343UNTA85	1	YPO0388	Chromosome
1343UNTA85	1	YPO0389/YPO0392a	Chromosome
1343UNTA85	1	YPO0391	Chromosome
1343UNTA85	0.9944598	YPO0392	Chromosome
1343UNTA85	1	YPO0393	Chromosome
1343UNTA85	1	YPO0394	Chromosome
1343UNTA85	1	YPO0394a	Chromosome
1343UNTA85	1	YPO0396	Chromosome
1343UNTA85	1	hmsT	Chromosome
1343UNTA85	1	YPO0498	Chromosome
1343UNTA85	1	gspE/YPO0815	Chromosome
1343UNTA85	1	YPO0862	Chromosome
1343UNTA85	1	speA	Chromosome
1343UNTA85	1	speC	Chromosome
1343UNTA85	1	YPO1119	Chromosome
1343UNTA85	1	YPO1120	Chromosome
1343UNTA85	1	YPO1201	Chromosome
1343UNTA85	1	psaE	Chromosome
1343UNTA85	1	psaF	Chromosome
1343UNTA85	1	psaA	Chromosome
1343UNTA85	1	psaB	Chromosome
1343UNTA85	1	psaC	Chromosome
1343UNTA85	0.9990859	YadBC/YPO1387	Chromosome
1343UNTA85	1	YadBC/YPO1388	Chromosome
1343UNTA85	1	YPO1501	Chromosome
1343UNTA85	1	phoQ	Chromosome
1343UNTA85	1	phoP	Chromosome
1343UNTA85	0.9985915	mgtC	Chromosome
1343UNTA85	1	mgtB	Chromosome
1343UNTA85	1	inv	Chromosome
1343UNTA85	1	fyuA/psn	Chromosome
1343UNTA85	0.9997572	high_pathogenicity_island	Chromosome
1343UNTA85	1	irp5/ybtE	Chromosome
1343UNTA85	1	irp4/ybtT	Chromosome
1343UNTA85	1	irp3/ybtU	Chromosome
1343UNTA85	1	irp1	Chromosome
1343UNTA85	0.9998363	irp2	Chromosome
1343UNTA85	1	ybtA	Chromosome
1343UNTA85	0.9994451	irp6/ybtP	Chromosome
1343UNTA85	0.9972253	irp7/ybtQ	Chromosome
1343UNTA85	1	irp8/ybtX	Chromosome
1343UNTA85	1	ybtS	Chromosome
1343UNTA85	1	RipA/YPO1926	Chromosome
1343UNTA85	1	hmsH	Chromosome
1343UNTA85	0.9990104	hmsF	Chromosome
1343UNTA85	1	hmsR	Chromosome
1343UNTA85	1	hmsS	Chromosome
1343UNTA85	1	YPO1956	Chromosome
1343UNTA85	1	YPO1973/hutC	Chromosome
1343UNTA85	1	YPO1986-YPO1987	Chromosome
1343UNTA85	1	znuB	Chromosome
1343UNTA85	1	znuC	Chromosome
1343UNTA85	0.998954	znuA	Chromosome
1343UNTA85	0.9989605	msbB	Chromosome
1343UNTA85	1	YPO2087	Chromosome
1343UNTA85	1	YPO2088	Chromosome
1343UNTA85	1	YPO2089	Chromosome
1343UNTA85	1	YPO2090	Chromosome
1343UNTA85	1	YPO2091	Chromosome
1343UNTA85	1	YPO2093	Chromosome
1343UNTA85	0.9989283	YPO2096-YPO2135	Chromosome
1343UNTA85	1	Ugd/YPO2174	Chromosome
1343UNTA85	1	YPO2258	Chromosome
1343UNTA85	0	filamentous_prophage1	Chromosome
1343UNTA85	0	filamentous_prophage2	Chromosome
1343UNTA85	0	filamentous_prophage3	Chromosome
1343UNTA85	0	filamentous_prophage4	Chromosome
1343UNTA85	0	filamentous_prophage5	Chromosome
1343UNTA85	0	filamentous_prophage6	Chromosome
1343UNTA85	0	filamentous_prophage7	Chromosome
1343UNTA85	0	filamentous_prophage8	Chromosome
1343UNTA85	0	filamentous_prophage9	Chromosome
1343UNTA85	0	fil. prophage 1-10	Chromosome
1343UNTA85	0.9888579	pspC	Chromosome
1343UNTA85	1	pspB	Chromosome
1343UNTA85	1	pspA	Chromosome
1343UNTA85	1	rovA/slyA	Chromosome
1343UNTA85	1	lpp	Chromosome
1343UNTA85	1	yfeA	Chromosome
1343UNTA85	1	yfeB	Chromosome
1343UNTA85	1	yfeC	Chromosome
1343UNTA85	1	yfeD	Chromosome
1343UNTA85	1	rcsA	Chromosome
1343UNTA85	1	YPO2469	Chromosome
1343UNTA85	1	YPO2487-YPO2489	Chromosome
1343UNTA85	1	rbsA	Chromosome
1343UNTA85	0.9996242	NghA	Chromosome
1343UNTA85	1	ureD	Chromosome
1343UNTA85	0.9926963	pgm	Chromosome
1343UNTA85	1	YPO2729	Chromosome
1343UNTA85	1	YPO2731	Chromosome
1343UNTA85	0	yapC	Chromosome
1343UNTA85	0.9966942	YPO2884	Chromosome
1343UNTA85	1	ail	Chromosome
1343UNTA85	1	YPO3046-YPO3047	Chromosome
1343UNTA85	1	YPO3049	Chromosome
1343UNTA85	1	cyoA	Chromosome
1343UNTA85	0.9949774	cyoB	Chromosome
1343UNTA85	1	cyoC	Chromosome
1343UNTA85	1	cyoD	Chromosome
1343UNTA85	1	cyoE	Chromosome
1343UNTA85	1	brnQ	Chromosome
1343UNTA85	1	gmhA	Chromosome
1343UNTA85	1	HtrA	Chromosome
1343UNTA85	1	YrbH	Chromosome
1343UNTA85	1	vasK/YPO3603	Chromosome
1343UNTA85	1	yapE	Chromosome
1343UNTA85	0.9995425	yhjK	Chromosome
6POST	0.9697624	feoB	Chromosome
6POST	1	feoA	Chromosome
6POST	1	dam	Chromosome
6POST	0.9528536	nirC	Chromosome
6POST	0.9572785	crp/YPO0175	Chromosome
6POST	0.974234	YPO0348	Chromosome
6POST	0.9287446	YPO0387	Chromosome
6POST	0.9285714	YPO0388	Chromosome
6POST	0.9657795	YPO0389/YPO0392a	Chromosome
6POST	0.9849057	YPO0391	Chromosome
6POST	1	YPO0392	Chromosome
6POST	0.9368421	YPO0393	Chromosome
6POST	0.9930314	YPO0394	Chromosome
6POST	1	YPO0394a	Chromosome
6POST	0.9780453	YPO0396	Chromosome
6POST	0.9761092	hmsT	Chromosome
6POST	0.9838493	YPO0498	Chromosome
6POST	0.9933819	gspE/YPO0815	Chromosome
6POST	0.9903475	YPO0862	Chromosome
6POST	0.9742294	speA	Chromosome
6POST	0.9888992	speC	Chromosome
6POST	1	YPO1119	Chromosome
6POST	0.9950125	YPO1120	Chromosome
6POST	0.9310494	YPO1201	Chromosome
6POST	0.9363354	psaE	Chromosome
6POST	0.9692623	psaF	Chromosome
6POST	0.9327731	psaA	Chromosome
6POST	0.9598051	psaB	Chromosome
6POST	0.9502587	psaC	Chromosome
6POST	1	YadBC/YPO1387	Chromosome
6POST	0.9304069	YadBC/YPO1388	Chromosome
6POST	0.9548693	YPO1501	Chromosome
6POST	0.9449794	phoQ	Chromosome
6POST	0.9985097	phoP	Chromosome
6POST	0.9619718	mgtC	Chromosome
6POST	0.9762875	mgtB	Chromosome
6POST	0.9615594	inv	Chromosome
6POST	0.9223157	fyuA/psn	Chromosome
6POST	0.9537618	high_pathogenicity_island	Chromosome
6POST	0.9384908	irp5/ybtE	Chromosome
6POST	0.9663761	irp4/ybtT	Chromosome
6POST	0.9545454	irp3/ybtU	Chromosome
6POST	0.9617532	irp1	Chromosome
6POST	0.9433437	irp2	Chromosome
6POST	0.991658	ybtA	Chromosome
6POST	0.9894562	irp6/ybtP	Chromosome
6POST	0.9605994	irp7/ybtQ	Chromosome
6POST	0.9367188	irp8/ybtX	Chromosome
6POST	0.958589	ybtS	Chromosome
6POST	0.8956127	RipA/YPO1926	Chromosome
6POST	0.9647488	hmsH	Chromosome
6POST	0.9480456	hmsF	Chromosome
6POST	0.9317841	hmsR	Chromosome
6POST	0.9635974	hmsS	Chromosome
6POST	0.9568346	YPO1956	Chromosome
6POST	1	YPO1973/hutC	Chromosome
